ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2061-03-12,60,37728,606,Employed,High School,39,21869,60,Single,0,Rent,1754,0.26744304086537635,2,2,0.6247230015198363,0,Auto,0,19,28,1039,1940,139698,260568,3144.0,0.45847874882827755,3,1886,0.22386899999999998,0.23076000067590466,617.4526968232855,0.7542788475901034,0,56.0
2061-03-13,38,21510,548,Employed,High School,18,43333,48,Single,1,Rent,626,0.3244083300433791,1,0,0.13520864257731932,0,Other,0,27,9,7968,606,361272,10131,1792.5,0.6905571817929732,8,351141,0.264333,0.297128008825193,1553.0177645161418,1.2156305520313204,0,47.0
2061-03-14,28,28773,555,Self-Employed,Doctorate,6,70732,48,Married,0,Mortgage,100,0.2910789787056499,5,0,0.25012860906709067,0,Other,0,27,11,703,203,46510,13850,2397.75,0.8775248890281281,7,32660,0.288232,0.2840468463365982,2481.5683245171017,1.0766628399612561,0,57.0
2061-03-15,49,74370,589,Employed,High School,28,10488,60,Divorced,2,Other,287,0.20843035926540052,1,1,0.2755260404632681,0,Home,1,15,16,360,217,79300,114760,6197.5,0.8764186546985853,3,7368,0.22098800000000002,0.2538241953873562,310.1925095559625,0.09636022743944533,0,58.0
2061-03-16,34,40489,639,Self-Employed,Master,12,23235,72,Widowed,2,Rent,818,0.38236866865247915,2,2,0.3154582561896516,0,Auto,0,19,17,11551,1212,538083,2744,3374.0833333333335,0.7714683095242312,4,535339,0.218735,0.23567930957738584,605.6240354913376,0.4219291270689829,0,47.0
2061-03-17,39,15000,554,Employed,High School,17,79993,36,Married,5,Mortgage,282,0.267430935340142,4,1,0.24469892453457254,0,Auto,0,22,4,1329,2862,215466,9686,1250.0,0.9285713412469124,6,205780,0.28799299999999994,0.3000617526277124,3396.099545391714,2.942479636313371,0,53.0
2061-03-18,35,44623,545,Employed,High School,12,65816,48,Single,0,Mortgage,856,0.3701310332503023,1,1,0.21698287749053444,0,Home,0,16,22,5686,1583,40159,13925,3718.5833333333335,0.8259859713948972,1,26234,0.28831599999999996,0.3057770398579601,2391.9357604174415,0.8734336356813593,0,53.0
2061-03-19,30,43162,626,Employed,Bachelor,7,7244,24,Married,0,Mortgage,156,0.2912221329781784,5,0,0.5964614746506173,0,Home,0,18,5,1179,1674,165459,48838,3596.8333333333335,0.8199194850710998,6,116621,0.169244,0.17116495774655646,358.5653820664299,0.14306066875485748,1,43.2
2061-03-20,48,45063,598,Unemployed,Master,25,41599,60,Widowed,0,Mortgage,555,0.3337994881690976,2,1,0.340338725794896,0,Home,0,30,17,653,3371,78800,12614,3755.25,0.9272583386947486,8,66186,0.247599,0.20173332293830884,1106.1349108983518,0.44235001954553005,0,56.0
2061-03-21,36,18268,450,Employed,Bachelor,13,66610,48,Married,2,Mortgage,240,0.1632600214438933,3,3,0.39667158310952133,0,Home,0,22,2,3056,361,41400,32661,1522.3333333333333,0.8561704521859467,3,8739,0.33661,0.29237328070535074,2368.902836223449,1.7137526841844422,0,59.0
2061-03-22,22,15000,535,Employed,High School,0,31808,72,Single,0,Own,355,0.3152350460643894,1,1,0.33798654294284347,0,Education,0,25,22,8316,1962,69554,52113,1250.0,0.8887393606762849,4,17441,0.279308,0.271199103080212,898.6534970901077,1.0029227976720863,0,56.0
2061-03-23,46,42222,505,Employed,Master,24,30552,84,Married,2,Mortgage,330,0.07389261153383295,0,0,0.25596367950395216,0,Auto,0,20,13,11311,713,60544,35313,3518.5,0.8799464656760143,8,25231,0.303052,0.3077233374274924,889.4963389049832,0.3465955205073136,0,52.0
2061-03-24,25,20610,587,Employed,High School,1,49772,60,Single,0,Other,413,0.4861436376852431,4,1,0.10433019742794923,0,Debt Consolidation,0,23,12,3934,612,119891,139203,1717.5,0.7837167969800543,4,9492,0.261272,0.24268179684342525,1439.5972756402894,1.0786592580147245,0,53.0
2061-03-25,26,29173,582,Employed,Associate,0,19608,48,Married,4,Rent,380,0.3057410339969132,0,0,0.5215878755693288,0,Debt Consolidation,0,28,3,1165,645,70369,10842,2431.0833333333335,0.9754811227683138,7,59527,0.223608,0.24002528847727048,639.2842044185601,0.4192716022700004,0,61.0
2061-03-26,54,78675,483,Employed,Associate,33,17005,48,Divorced,1,Mortgage,299,0.12472076467606835,0,0,0.06696284230959003,0,Home,0,21,17,3397,3464,276158,33991,6556.25,0.9680493303995016,8,242167,0.270505,0.25645803074441975,569.9793245056808,0.1325421276653088,1,36.0
2061-03-27,25,20657,558,Employed,High School,2,11384,36,Married,1,Rent,310,0.4008800709006777,3,0,0.34888637576552217,0,Debt Consolidation,0,32,19,12343,423,42335,25569,1721.4166666666667,0.842410522393161,7,16766,0.217384,0.21965559024606868,434.5573123373233,0.4325259112188546,0,57.0
2061-03-28,18,24200,593,Employed,Bachelor,0,33577,24,Married,0,Other,335,0.011898674514386512,2,2,0.5137857332097148,0,Home,0,25,21,552,2022,287263,36516,2016.6666666666667,0.6727879707561734,4,250747,0.212077,0.17231960291028545,1663.8676901459337,0.9911740612293886,0,53.0
2061-03-29,47,40427,555,Employed,Bachelor,25,30373,24,Married,0,Rent,291,0.17324931577142966,1,0,0.5123783527595261,0,Debt Consolidation,1,30,5,1073,1751,89848,86427,3368.9166666666665,0.8672794361575655,5,3421,0.227873,0.24027512714190297,1606.2709439703592,0.5631694493196209,0,66.0
2061-03-30,36,33581,661,Employed,Doctorate,15,11217,48,Divorced,2,Other,385,0.36561925427345787,3,1,0.5009311270485036,0,Debt Consolidation,0,25,17,2628,500,9614,11887,2798.4166666666665,0.6207926524056707,3,5552,0.175717,0.16282195614899705,319.51642516079056,0.25175537065392595,1,42.400000000000006
2061-03-31,37,45197,631,Employed,Bachelor,15,52646,36,Divorced,1,Own,298,0.5384451881571928,1,0,0.3374614555137921,0,Debt Consolidation,0,24,7,2483,1307,29357,2899,3766.4166666666665,0.8838608091962968,5,26458,0.222146,0.25742748313800495,2113.9321551272674,0.6403784733837912,0,54.0
2061-04-01,36,81710,517,Unemployed,Associate,13,22197,48,Single,2,Mortgage,258,0.060185623866894286,2,2,0.27300166028093986,0,Debt Consolidation,0,21,17,96,2227,19164,142690,6809.166666666667,0.8431731389382318,3,5727,0.258697,0.26621466394332466,756.204769635867,0.14894697387872236,0,53.0
2061-04-02,42,38501,602,Self-Employed,Bachelor,20,41423,36,Single,0,Own,334,0.19548291034882925,1,0,0.2431348491145011,0,Home,0,25,26,912,1056,199577,36330,3208.4166666666665,0.9085545902076059,5,163247,0.225423,0.22609765720202116,1595.0599093014011,0.6012498093975952,0,48.0
2061-04-03,30,48951,595,Employed,Associate,11,19136,72,Single,0,Other,151,0.4819624047092993,1,0,0.15781071720626116,0,Home,0,25,13,2109,683,62285,22637,4079.25,0.740913846164033,5,39648,0.236636,0.22580611146409563,487.43056172223345,0.15650684849475602,0,52.0
2061-04-04,57,15000,543,Employed,Bachelor,32,13228,36,Married,2,Mortgage,145,0.19635976610717118,5,3,0.17438292815031714,1,Other,0,20,11,2932,1026,46506,14457,1250.0,0.7150393290950715,4,32049,0.22672799999999999,0.20538051020318177,495.23385590073065,0.5121870847205845,0,63.0
2061-04-05,22,31561,495,Employed,High School,0,11167,84,Married,1,Mortgage,435,0.15454331480350783,1,1,0.2862787367210064,0,Home,0,28,20,4016,1144,49256,11355,2630.0833333333335,0.8582194159880058,6,37901,0.288667,0.2763534590967888,301.7383031463016,0.28011975659059024,0,52.0
2061-04-06,45,112739,609,Unemployed,Associate,23,36666,72,Single,1,Mortgage,308,0.4354172401970443,4,2,0.17249050773581595,0,Home,0,21,18,4445,2984,28031,38779,9394.916666666666,0.5141885259497728,2,8345,0.247166,0.2606551463690927,1011.7861709672125,0.1404787522650241,0,50.0
2061-04-07,47,64690,665,Employed,Bachelor,26,51061,48,Married,2,Rent,861,0.2916452138568054,4,0,0.30014639415226474,0,Other,0,26,4,3271,1997,29326,17414,5390.833333333333,0.9405320641907472,9,11912,0.213561,0.21877324761818312,1605.3331155461706,0.45750498356089114,0,51.0
2061-04-08,30,45161,558,Employed,Bachelor,7,7683,36,Married,0,Own,167,0.2928899509290405,1,0,0.47594487517296313,0,Debt Consolidation,0,29,25,158,595,281607,7299,3763.4166666666665,0.9087004781659929,4,274308,0.21368299999999998,0.22547586857059373,295.5981856050691,0.1229197366590826,1,40.800000000000004
2061-04-09,27,48242,503,Employed,High School,4,13767,36,Single,1,Rent,533,0.19379918314549202,7,2,0.17941286466293999,0,Home,0,23,27,1608,1009,21802,8032,4020.1666666666665,0.8384934853919607,5,13770,0.247267,0.26622669145351935,559.2575440519022,0.2716945924427434,0,50.0
2061-04-10,52,135091,654,Employed,Bachelor,28,35245,60,Married,0,Mortgage,238,0.26286404945361935,3,0,0.25685620833330547,0,Debt Consolidation,0,24,11,3970,2505,43212,63892,11257.583333333334,0.7402068040422894,5,3110,0.21324500000000002,0.2062454851073914,946.0670006375668,0.10517950128173453,1,35.2
2061-04-11,28,104154,614,Unemployed,Master,4,36636,12,Divorced,0,Rent,406,0.28712448844038657,4,0,0.10231113192996606,0,Auto,0,23,6,365,1246,49497,40433,8679.5,0.8554748793537641,6,9064,0.194636,0.17567906445521722,3351.2590244299568,0.4328888789020055,0,51.0
2061-04-12,32,20645,597,Employed,High School,7,20795,72,Married,3,Mortgage,1024,0.47777126542144194,3,0,0.0984759085456633,0,Debt Consolidation,0,24,10,4177,1322,15954,19746,1720.4166666666667,0.9307829983968784,9,7799,0.237295,0.2665359834929248,581.4421218936643,0.9331705237454091,0,53.0
2061-04-13,50,121138,624,Self-Employed,Bachelor,31,20913,72,Single,1,Own,330,0.2558984478736776,2,0,0.29514635992129007,0,Home,0,27,26,5479,1266,838214,77123,10094.833333333334,0.8782964266825604,2,761091,0.22391300000000003,0.2662737753212596,584.3992300307783,0.09058091400195925,1,33.6
2061-04-14,40,93577,488,Employed,High School,18,26414,48,Widowed,2,Mortgage,725,0.1738838267873431,3,1,0.35279624303406143,0,Auto,0,17,16,6662,6899,55595,35620,7798.083333333333,0.6418575777706969,7,19975,0.277414,0.3026849220933885,955.1915279722227,0.21546211500333065,0,52.0
2061-04-15,18,15000,571,Employed,Bachelor,0,14161,48,Married,1,Other,115,0.12702715438597037,3,2,0.5704948776572722,0,Auto,0,17,24,1592,1953,116537,59439,1250.0,0.8068248062230431,2,57098,0.22366100000000003,0.1984288582695351,429.73983937055374,0.43579187149644294,0,57.0
2061-04-16,60,70031,625,Employed,Bachelor,39,37995,72,Divorced,0,Rent,713,0.355019995657333,1,0,0.26748790296763353,0,Debt Consolidation,0,21,3,874,1394,8634,46079,5835.916666666667,0.8396892496264685,5,5847,0.24049500000000001,0.2512364235959295,1026.362594956538,0.298044453734467,0,52.0
2061-04-17,33,59876,555,Employed,Associate,8,13594,60,Married,1,Mortgage,261,0.051386712499550645,4,2,0.5267190767037235,0,Debt Consolidation,0,22,15,9767,322,165348,23250,4989.666666666667,0.8052289535873339,3,142098,0.24109399999999997,0.28025280873443226,423.4676997935757,0.13717703917300603,0,53.0
2061-04-18,35,15000,581,Employed,High School,9,25384,60,Married,2,Mortgage,306,0.2687276280725537,1,0,0.6270453606022472,0,Debt Consolidation,0,14,14,2003,338,66286,22865,1250.0,0.6622370454742951,6,43421,0.239884,0.27456661367711427,782.0519791181295,0.8704415832945036,0,60.0
2061-04-19,43,26983,589,Employed,Bachelor,18,8165,24,Widowed,4,Mortgage,444,0.6976934895713909,3,1,0.23329458421812352,0,Education,0,29,1,3904,1307,111010,15817,2248.5833333333335,0.8934732538815797,8,95193,0.188665,0.2129132250626034,420.73309781008106,0.38456795662902465,0,58.0
2061-04-20,47,43251,550,Unemployed,Master,23,23218,36,Single,3,Mortgage,293,0.4310169625024695,3,0,0.2369701376642812,1,Home,0,15,25,10158,3035,69947,7094,3604.25,0.9139735984418137,4,62853,0.23321799999999998,0.1959470121305617,858.0767974637872,0.31936652492579237,0,67.0
2061-04-21,63,37982,591,Employed,High School,41,14386,84,Divorced,0,Mortgage,197,0.24971830491183317,3,1,0.4831510187384855,0,Debt Consolidation,0,24,10,4461,713,75963,66534,3165.1666666666665,0.8084567325095936,3,9429,0.24388600000000002,0.27063068467309837,383.32128215456675,0.18334620045955455,0,57.0
2061-04-22,20,69183,583,Employed,High School,0,46188,72,Married,0,Rent,248,0.5303158150529739,1,1,0.11175544004397199,0,Home,1,19,2,851,2604,19191,13145,5765.25,0.9010404116183331,3,6046,0.26968800000000004,0.26684349557827,1292.3341464694554,0.26717560322092804,0,61.0
2061-04-23,49,59721,606,Self-Employed,Master,29,26958,60,Married,4,Mortgage,304,0.09723469847840722,7,0,0.3358605598713854,0,Education,0,26,22,1851,146,267071,51016,4976.75,0.9613419528727943,6,216055,0.228958,0.2378387004988408,772.1486330265152,0.21623522038007037,1,39.2
2061-04-24,48,59320,622,Employed,High School,27,14498,36,Divorced,1,Own,391,0.44072189270142814,3,1,0.14488573322673512,0,Home,0,24,7,2970,1299,23197,7892,4943.333333333333,0.7072728325343288,5,15305,0.18849800000000003,0.17965307928680746,523.8851527152897,0.18507454201927642,1,39.2
2061-04-25,38,49793,601,Self-Employed,Associate,17,16690,48,Married,0,Rent,457,0.4076532744541946,2,1,0.16198183707193314,0,Debt Consolidation,0,24,2,1191,312,15274,18365,4149.416666666667,0.9262116282047579,1,6197,0.21119000000000002,0.21403886825949675,520.4499901206694,0.23556322939867114,0,56.0
2061-04-26,49,205442,558,Employed,High School,26,18293,60,Single,0,Mortgage,807,0.06755052815967197,1,1,0.15035436889444903,0,Education,0,25,3,65817,935,92534,40633,17120.166666666668,0.9140286014810625,5,51901,0.24429299999999998,0.22988953721473945,515.5721974423003,0.0772522968492694,1,38.400000000000006
2061-04-27,51,94066,552,Employed,High School,29,19327,36,Widowed,3,Mortgage,502,0.13871554088065954,2,1,0.4174830700558533,0,Auto,0,28,1,28908,584,237657,307151,7838.833333333333,0.9834540216381972,1,8056,0.228327,0.2657328477794308,784.6111082173928,0.16413298427283732,0,58.0
2061-04-28,23,47203,521,Unemployed,Bachelor,0,31293,84,Married,2,Mortgage,774,0.484642395819661,5,0,0.6367730304958572,0,Education,1,17,22,7044,506,11294,28471,3933.5833333333335,0.984863577037644,9,6589,0.29579300000000003,0.27028556997338254,833.1100412382139,0.40856133073869383,0,69.0
2061-04-29,60,51579,565,Employed,Bachelor,36,24869,48,Married,0,Rent,483,0.13087541098822844,3,2,0.49737924402124656,0,Other,0,26,15,9192,3456,18946,53247,4298.25,0.8407130624084616,1,3858,0.237369,0.23020069444527952,797.3615243176122,0.29787972414764435,0,55.0
2061-04-30,21,24425,513,Employed,High School,0,30431,108,Single,0,Other,621,0.2066242543824775,2,4,0.3408957973966493,0,Education,0,18,18,5681,658,328468,78110,2035.4166666666667,0.695802755672086,3,250358,0.31893099999999996,0.33321429059165364,891.2790882341167,0.7429825612613878,0,50.0
2061-05-01,26,24877,436,Employed,Associate,3,7690,48,Single,0,Mortgage,498,0.16185110203952802,5,1,0.0787802035906893,0,Debt Consolidation,0,20,24,4105,840,80430,26301,2073.0833333333335,0.7362270659468731,4,54129,0.28469,0.294313761477931,274.34866282378016,0.37256035510251884,0,49.0
2061-05-02,36,23505,514,Employed,Associate,14,22839,96,Single,1,Rent,813,0.546354380757211,1,0,0.13659996427904542,0,Education,0,31,1,545,1563,93815,7023,1958.75,0.8429282500969314,3,86792,0.300839,0.29922394932941543,628.5867203768533,0.7359727991713355,0,55.0
2061-05-03,63,109027,526,Employed,Bachelor,40,10510,108,Divorced,0,Mortgage,728,0.2662769972718002,2,0,0.21848300307176713,0,Other,0,26,15,1001,470,108706,64738,9085.583333333334,0.9168678756651479,9,43968,0.29251,0.30673327472530326,287.47289238604054,0.11176749528678662,0,51.0
2061-05-04,36,22239,571,Self-Employed,Master,12,19546,84,Divorced,2,Mortgage,409,0.16036202598145244,3,2,0.1562102504276465,0,Debt Consolidation,1,22,11,6945,4687,73040,50520,1853.25,0.8976151499692935,7,22520,0.259046,0.2524663274782433,497.8276199523469,0.4893174800768093,0,60.0
2061-05-05,39,78774,609,Employed,Bachelor,15,38537,108,Divorced,0,Mortgage,572,0.39021720797456916,5,3,0.14500634566616868,0,Auto,0,29,24,4678,699,11306,5340,6564.5,0.6034764639701212,5,5966,0.279037,0.3026135759683881,1042.609411036934,0.2459607603072487,0,47.0
2061-05-06,57,39688,634,Employed,High School,33,57163,60,Divorced,2,Own,597,0.255630714559861,4,1,0.4785879558649218,0,Education,0,26,12,2399,875,211369,11083,3307.3333333333335,0.826230409500344,5,200286,0.24516300000000002,0.2692362466609096,1742.882449507604,0.707483103056119,0,50.0
2061-05-07,36,25464,551,Employed,High School,13,16292,84,Single,0,Mortgage,265,0.12142647648732298,6,0,0.5163223149664434,0,Debt Consolidation,0,21,27,722,2768,99627,37142,2122.0,0.6277866086984307,4,62485,0.26579200000000003,0.29327131972972736,458.4880476467127,0.34094629955075995,0,57.0
2061-05-08,25,30582,408,Employed,Associate,5,53456,48,Married,0,Own,228,0.20136893946080617,2,0,0.2811269621181305,1,Debt Consolidation,0,17,23,1139,719,38538,10053,2548.5,0.9274864406087284,5,28485,0.344456,0.316042912344688,1974.9337053645077,0.8644040436980607,0,65.0
2061-05-09,34,172485,639,Employed,Master,14,33353,48,Divorced,1,Rent,349,0.6437223826596221,3,1,0.358401986379004,0,Auto,0,18,1,1385,465,19410,74697,14373.75,0.7678665373710072,4,8161,0.208853,0.2246148130905324,1059.1961115268487,0.09796998775732489,1,44.0
2061-05-10,56,300000,616,Employed,High School,35,19685,72,Married,0,Rent,322,0.414960322918834,5,0,0.611780846780246,0,Home,0,32,12,3760,1090,14875,31372,25000.0,0.7805217685394487,3,9433,0.22668500000000003,0.22604063042561312,501.6905316684744,0.03294762126673898,1,43.2
2061-05-11,40,40539,540,Employed,Master,17,22677,60,Married,2,Own,303,0.43865642002519867,3,0,0.26945545951664035,0,Debt Consolidation,0,22,6,3570,2920,56969,3084,3378.25,0.820924602819153,8,53885,0.257677,0.2730456237633622,696.5835131024884,0.29588796362095415,0,54.0
2061-05-12,63,41322,633,Employed,High School,43,11046,36,Married,1,Own,600,0.5208117830575011,4,0,0.1682254876349265,0,Debt Consolidation,0,25,24,2876,4705,31249,32086,3443.5,0.698110029316169,3,8719,0.179546,0.14825232377318606,381.96852880529184,0.28516582802534973,1,39.2
2061-05-13,48,76842,585,Employed,High School,25,12753,60,Married,1,Rent,362,0.5718568110725648,4,1,0.2509334399603977,0,Other,0,24,1,7399,1970,19909,62490,6403.5,0.9435968497342234,7,3028,0.22525299999999998,0.21293851730987567,347.12289906281524,0.11073989210007265,0,57.0
2061-05-14,32,58335,624,Employed,Master,9,20475,48,Single,4,Mortgage,994,0.5950610475751577,9,1,0.6464038216352647,0,Other,0,26,5,981,2502,59936,26059,4861.25,0.8078349157496544,4,33877,0.20347500000000002,0.23073755746749414,657.0815456140949,0.33964135677327745,0,58.0
2061-05-15,40,33835,622,Employed,High School,21,14432,36,Single,0,Mortgage,402,0.320135186732129,6,0,0.06909280534108544,0,Debt Consolidation,0,31,10,991,1392,38404,3258,2819.5833333333335,0.6965318592312777,3,35146,0.18843200000000002,0.18161111806890876,522.918530597759,0.32803376288379216,0,48.0
2061-05-16,29,61210,553,Employed,Associate,9,17206,48,Married,5,Rent,231,0.3233586654424852,1,2,0.29762327429511115,0,Debt Consolidation,1,22,29,2024,2492,72279,58885,5100.833333333333,0.6696971569792339,6,13394,0.235706,0.21141751133250333,534.1084549675156,0.14999675640598248,0,58.0
2061-05-17,31,62926,582,Unemployed,Associate,6,21405,60,Single,2,Rent,348,0.28863632332140504,3,0,0.24727623542258267,0,Debt Consolidation,0,21,20,14363,762,15125,2634,5243.833333333333,0.9175271753875214,4,12491,0.23540500000000003,0.2493560016849125,627.4571812620202,0.18601986738620352,0,55.0
2061-05-18,80,46410,584,Employed,High School,56,9588,72,Married,2,Mortgage,254,0.1579086961296541,5,0,0.2324109062856942,0,Debt Consolidation,0,27,14,4740,2004,301334,31341,3867.5,0.609150451308801,1,269993,0.23258800000000002,0.22468277174008827,243.58155095573937,0.1286571560325118,1,36.800000000000004
2061-05-19,52,60223,672,Employed,Bachelor,31,60181,24,Married,0,Own,265,0.506081810938459,4,2,0.42249495897960626,0,Debt Consolidation,0,20,19,2732,1565,61899,21175,5018.583333333333,0.6355187934121254,7,40724,0.19918099999999997,0.2071684100365022,3084.076219116431,0.6673349821396671,0,51.0
2061-05-20,50,208583,586,Employed,Doctorate,30,9780,36,Single,3,Mortgage,600,0.33311159259717105,3,2,0.3255420524431081,0,Auto,0,24,10,1504,517,38715,8705,17381.916666666668,0.7848039492619086,4,30010,0.20178000000000001,0.19544744928258243,361.19520756052566,0.055298574144231824,1,41.6
2061-05-21,32,29035,553,Employed,Bachelor,14,23553,36,Married,3,Other,621,0.12714489632925685,2,1,0.2505659234287861,0,Debt Consolidation,0,18,12,1685,310,36034,35182,2419.5833333333335,0.7388187044753487,6,7703,0.23205299999999998,0.2275500326706198,908.7252490136275,0.6322267259570701,0,53.0
2061-05-22,58,38024,529,Employed,Associate,33,18573,120,Married,2,Rent,353,0.18798976132210427,3,0,0.2022245154404743,0,Debt Consolidation,0,25,21,11396,1659,80247,105972,3168.6666666666665,0.873977841408355,5,4728,0.30907300000000004,0.30802762954432766,500.66538054827595,0.2694083885593129,0,52.0
2061-05-23,53,41450,591,Employed,Bachelor,30,19589,48,Married,1,Mortgage,665,0.21349428378239993,6,0,0.06519731755431366,0,Auto,0,15,11,1468,1944,112419,65604,3454.1666666666665,0.9546061288568213,8,46815,0.219089,0.22946202664656057,627.279035309151,0.37412179550566493,0,51.0
2061-05-24,62,139468,609,Employed,High School,36,15725,72,Single,1,Own,315,0.3322130747541541,0,0,0.3187306149994782,0,Auto,0,22,23,986,838,220316,30308,11622.333333333334,0.6232244927441273,3,190008,0.22622499999999998,0.1943933510267924,371.5652096508062,0.059072923651372886,1,36.0
2061-05-25,61,19966,564,Employed,Bachelor,39,52071,48,Divorced,3,Mortgage,276,0.2808854761929086,3,2,0.11434040272590565,0,Education,0,16,1,2842,510,104773,63929,1663.8333333333333,0.8782419544714378,6,40844,0.265071,0.2824758767878875,1822.170611687367,1.2610461454597017,0,56.0
2061-05-26,22,68823,565,Employed,Associate,0,20165,48,Single,1,Mortgage,484,0.16567862626897054,4,1,0.36297240425839583,0,Debt Consolidation,1,17,25,21410,1247,22657,7505,5735.25,0.840822973130394,9,15152,0.23266499999999998,0.2410781986164688,658.6185590755763,0.19922733256188943,0,59.0
2061-05-27,26,42844,568,Employed,Associate,2,48812,12,Married,3,Rent,484,0.43777363326461377,1,2,0.26396091242391556,0,Education,0,23,12,3583,1471,15374,4899,3570.3333333333335,0.803950223151996,1,10475,0.229812,0.25645461410265,4654.60025231171,1.4392494404756915,0,54.0
2061-05-28,27,121459,554,Self-Employed,Bachelor,1,7355,60,Married,4,Rent,239,0.42845648770836814,6,1,0.02176884504165867,0,Debt Consolidation,0,33,1,8339,5513,37359,128187,10121.583333333334,0.7034695608679074,8,8483,0.23535499999999998,0.2406213230138276,211.8537223994146,0.044543793945224106,1,44.800000000000004
2061-05-29,28,47305,433,Unemployed,High School,4,47733,24,Married,2,Rent,378,0.05371055636695226,5,0,0.24098049390406046,0,Home,0,29,27,722,317,53515,10355,3942.0833333333335,0.8314664093356757,7,43160,0.306233,0.32301764981120856,2725.7674301870566,0.7873419123188813,0,55.0
2061-05-30,43,15604,555,Employed,Bachelor,20,17318,36,Divorced,1,Other,287,0.293638605934297,5,0,0.25810903567311644,0,Education,0,26,6,2616,1652,282229,7776,1300.3333333333333,0.8135006856233715,4,274453,0.224818,0.24334363485954816,682.478596807259,0.7455615971345237,0,50.0
2061-05-31,33,157300,609,Employed,Master,10,23670,60,Married,0,Mortgage,188,0.4241982078820712,5,0,0.3446235888760335,0,Other,0,20,13,7190,2660,14540,8249,13108.333333333334,0.8364670440598555,1,6291,0.22416999999999998,0.26604513376265865,717.1865869972631,0.06905428508561448,1,40.0
2061-06-01,64,35660,552,Employed,High School,44,23381,60,Divorced,2,Rent,516,0.5581154176649823,5,2,0.22382638795972468,0,Debt Consolidation,1,32,26,6074,1694,56621,3410,2971.6666666666665,0.7341492526055997,1,53211,0.25238099999999997,0.23436001686640756,664.9915114625817,0.3974172220289114,0,58.0
2061-06-02,62,15638,548,Employed,High School,40,4622,60,Married,1,Mortgage,303,0.4066984385775333,7,2,0.1867118324424031,0,Debt Consolidation,0,24,16,1181,474,103117,20031,1303.1666666666667,0.7639106317405457,5,83086,0.235622,0.25175480872103306,136.13773113369072,0.33697741230363787,0,51.0
2061-06-03,39,44462,645,Employed,Bachelor,16,20304,12,Single,0,Own,376,0.4318986349594544,4,0,0.2635853449295499,0,Education,0,18,29,813,129,48963,74751,3705.1666666666665,0.6483846938180281,9,3590,0.162804,0.1578335650308833,1840.1184129289347,0.5981157157830781,0,51.0
2061-06-04,63,49103,556,Employed,Bachelor,38,18841,72,Single,1,Mortgage,467,0.3448720041133263,3,1,0.14060290388890287,0,Education,0,27,1,1398,4110,27822,13326,4091.9166666666665,0.9396330752543512,9,14496,0.255841,0.2427780351161375,499.2060002607591,0.23612553210861068,0,55.0
2061-06-05,57,29693,539,Employed,High School,35,12553,60,Married,1,Mortgage,499,0.09227340944471205,7,1,0.5986537546275674,0,Debt Consolidation,0,28,23,15517,662,42431,5412,2474.4166666666665,0.8187171456893916,6,37019,0.24805300000000002,0.2309259350896161,354.54310457372304,0.344947201525096,0,59.0
2061-06-06,34,21210,582,Employed,Associate,9,23163,60,Married,1,Mortgage,244,0.09455541535212243,3,0,0.40828774945319957,0,Auto,0,23,14,243,6219,63935,33600,1767.5,0.917687136621681,2,30335,0.237163,0.21536888749975377,633.6527590539149,0.4965503587292305,0,57.0
2061-06-07,18,53025,497,Employed,Bachelor,0,17191,48,Married,0,Own,519,0.16387903283261226,3,2,0.41663546806389834,0,Auto,0,21,15,3110,2120,219436,14280,4418.75,0.8742758472875516,3,205156,0.263691,0.27312305541433707,592.3979456724342,0.2515186298551478,0,51.0
2061-06-08,37,20328,456,Employed,High School,12,17993,12,Single,0,Mortgage,378,0.22462637115066908,3,4,0.46958104630289693,0,Home,0,31,1,1630,408,141892,16265,1694.0,0.6771951160713039,2,125627,0.254993,0.24553281667791096,1706.2322188549813,1.2303614042827518,0,58.0
2061-06-09,32,22965,458,Employed,Bachelor,8,23902,72,Single,3,Own,285,0.4905173649703741,1,2,0.33746847806750213,0,Education,1,18,21,7998,2336,178433,8231,1913.75,0.8653391480302525,10,170202,0.309902,0.28698482918100393,699.1373551322966,0.5142455154185743,0,59.0
2061-06-10,42,116560,641,Employed,High School,18,24377,72,Single,3,Mortgage,169,0.36813569822435804,7,1,0.11402743883601862,0,Education,0,21,26,3968,1015,25903,102928,9713.333333333334,0.8368115594045689,5,1788,0.21887700000000002,0.25140789715233064,658.7551024974505,0.08521843882952475,1,36.800000000000004
2061-06-11,41,39415,613,Employed,Associate,17,31476,96,Married,2,Mortgage,535,0.2698690821673741,7,0,0.5923790697933891,0,Auto,0,16,23,2295,357,38471,6626,3284.5833333333335,0.6958436515237021,4,31845,0.259976,0.2923254321921518,851.2137459906029,0.42203640623841776,0,56.0
