trustLevel,totalScanTimeInSeconds,grandTotal,lineItemVoids,scansWithoutRegistration,quantityModifications,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud
2,1355,76.25,8,1,0,0.0103321033210332,0.0562730627306273,0.571428571428571,0
6,961,51.32,4,7,2,0.0312174817898023,0.0534027055150885,0.133333333333333,0
5,1037,79.36,4,7,3,0.00289296046287367,0.0765284474445516,1.33333333333333,0
1,934,1.27,6,4,0,0.019271948608137,0.00135974304068522,0.333333333333333,0
6,117,26.77,4,4,0,0.111111111111111,0.228803418803419,0.307692307692308,0
2,1293,97.6,8,10,4,0.0116009280742459,0.0754833720030936,0.533333333333333,0
6,1554,55.19,5,2,1,0.00579150579150579,0.0355148005148005,0.555555555555556,0
1,1047,42.31,10,4,0,0.00573065902578797,0.0404106972301815,1.66666666666667,0
3,833,75.35,3,9,1,0.00960384153661465,0.0904561824729892,0.375,0
4,1654,71.48,8,10,2,0.0108827085852479,0.0432164449818622,0.444444444444444,0
1,1292,18.62,7,4,1,0.00309597523219814,0.0144117647058824,1.75,0
1,467,93.26,6,4,3,0.0471092077087794,0.199700214132762,0.272727272727273,0
6,1756,3.69,7,9,0,0.010250569476082,0.00210136674259681,0.388888888888889,0
6,1626,34.49,7,8,1,0.0153751537515375,0.0212115621156212,0.28,0
4,949,13.41,5,3,3,0.0221285563751317,0.0141306638566913,0.238095238095238,0
3,1666,5,2,3,3,0.017406962785114,0.00300120048019208,0.0689655172413793,0
2,1789,43.78,0,6,1,0.00670765790944662,0.0244717719396311,0,0
2,786,30.36,10,3,3,0.0089058524173028,0.0386259541984733,1.42857142857143,0
5,96,86.04,3,8,3,0.15625,0.89625,0.2,0
3,1422,47.45,3,6,3,0.0182841068917018,0.0333684950773558,0.115384615384615,0
2,1706,27.13,4,9,3,0.00234466588511137,0.0159026963657679,1,0
2,1300,99.59,0,9,1,0.0223076923076923,0.0766076923076923,0,1
6,872,91.26,7,9,1,0.0275229357798165,0.104655963302752,0.291666666666667,0
2,1793,6.71,5,7,0,0.015058561070831,0.00374233128834356,0.185185185185185,0
1,1476,64.39,9,8,4,0.0121951219512195,0.0436246612466125,0.5,1
4,721,7.18,10,0,2,0.0013869625520111,0.00995839112343967,10,0
6,596,78.36,7,0,2,0.00838926174496644,0.131476510067114,1.4,0
2,187,74.73,0,5,3,0.0160427807486631,0.399625668449198,0,0
1,1516,98.59,1,8,1,0.0191292875989446,0.065032981530343,0.0344827586206897,1
5,1716,94.48,4,5,2,0.00466200466200466,0.0550582750582751,0.5,0
6,1457,87.56,5,2,3,0.0123541523678792,0.0600960878517502,0.277777777777778,0
5,1607,67.57,8,8,2,0.00497822028624767,0.0420472930927194,1,0
3,437,41.64,1,7,4,0.0068649885583524,0.0952860411899314,0.333333333333333,0
5,781,45.56,2,9,1,0.028169014084507,0.0583354673495519,0.0909090909090909,0
2,1099,6.87,5,9,3,0.00818926296633303,0.00625113739763421,0.555555555555556,0
2,380,76.39,7,5,5,0.0131578947368421,0.201026315789474,1.4,0
2,176,36.53,5,3,2,0.0625,0.207556818181818,0.454545454545455,0
1,1280,14.65,10,0,3,0.0078125,0.0114453125,1,0
4,1766,83.52,7,1,5,0.0135900339750849,0.0472933182332956,0.291666666666667,0
1,213,29.27,4,7,0,0.0610328638497653,0.137417840375587,0.307692307692308,0
2,1829,40.38,4,8,1,0.00382722799343904,0.0220776380535812,0.571428571428571,0
2,937,3.88,8,5,3,0.0213447171824973,0.00414087513340448,0.4,0
4,1757,75.91,5,10,2,0.00455321570859419,0.0432043255549232,0.625,0
1,174,87.7,10,0,1,0.0574712643678161,0.504022988505747,1,0
1,719,52.85,2,7,2,0.0375521557719054,0.0735048678720445,0.0740740740740741,1
4,1829,69.65,11,8,4,0.00820120284308365,0.0380809185347184,0.733333333333333,0
5,1615,99.49,6,10,0,0.00743034055727554,0.0616037151702786,0.5,0
6,401,71.24,2,7,3,0.0349127182044888,0.177655860349127,0.142857142857143,0
3,1675,21.22,10,6,4,0.0017910447761194,0.0126686567164179,3.33333333333333,0
3,84,70.92,4,9,5,0.261904761904762,0.844285714285714,0.181818181818182,0
5,801,50.28,8,6,0,0.0162297128589263,0.0627715355805243,0.615384615384615,0
4,750,21.78,8,3,1,0.00133333333333333,0.02904,8,0
3,1228,7.31,2,8,4,0.0228013029315961,0.00595276872964169,0.0714285714285714,0
1,161,23.69,3,0,2,0.167701863354037,0.147142857142857,0.111111111111111,0
2,916,17.01,8,0,5,0.0131004366812227,0.0185698689956332,0.666666666666667,0
5,926,27.93,9,9,5,0.019438444924406,0.0301619870410367,0.5,0
4,884,89.72,4,8,3,0.0147058823529412,0.101493212669683,0.307692307692308,0
2,1173,92.99,0,8,5,0.0196078431372549,0.0792753623188406,0,0
1,1735,7.58,10,3,4,0.00979827089337176,0.00436887608069164,0.588235294117647,0
1,647,85.62,4,2,2,0.0185471406491499,0.132333848531685,0.333333333333333,0
2,553,43.31,5,0,3,0.00723327305605787,0.0783182640144666,1.25,0
1,650,84.73,1,0,5,0.0123076923076923,0.130353846153846,0.125,0
4,1692,61.1,6,5,4,0.0112293144208038,0.0361111111111111,0.315789473684211,0
6,1292,78.35,11,5,5,0.00696594427244582,0.0606424148606811,1.22222222222222,0
1,913,95.01,8,0,0,0.0306681270536692,0.104063526834611,0.285714285714286,1
2,677,1.76,6,5,0,0.0162481536189069,0.00259970457902511,0.545454545454545,0
4,1655,83.13,6,8,0,0.00664652567975831,0.0502296072507553,0.545454545454545,0
6,1220,85.4,3,0,3,0.00573770491803279,0.07,0.428571428571429,0
6,1436,72.07,0,6,5,0.0104456824512535,0.0501880222841226,0,0
5,1130,55.66,7,3,3,0.0079646017699115,0.0492566371681416,0.777777777777778,0
6,700,56.78,5,10,3,0.0328571428571429,0.0811142857142857,0.217391304347826,0
4,149,94.28,1,4,2,0.10738255033557,0.632751677852349,0.0625,0
3,470,47.97,11,5,1,0.0574468085106383,0.102063829787234,0.407407407407407,0
1,1280,15.53,5,2,5,0.0046875,0.0121328125,0.833333333333333,0
4,1489,20.55,9,3,0,0.0094022834116857,0.0138012088650101,0.642857142857143,0
6,1614,51.21,7,4,5,0.0185873605947955,0.031728624535316,0.233333333333333,0
6,3,7.68,2,3,0,6.66666666666667,2.56,0.1,0
6,663,57.83,6,9,3,0.028657616892911,0.0872247360482655,0.315789473684211,0
2,209,82.32,8,10,4,0.076555023923445,0.393875598086124,0.5,0
1,1325,38.1,10,7,1,0.0181132075471698,0.0287547169811321,0.416666666666667,1
2,1526,79.95,10,0,1,0.00982961992136304,0.052391874180865,0.666666666666667,0
5,434,6.34,2,6,2,0.0230414746543779,0.0146082949308756,0.2,0
3,651,49.17,3,7,0,0.00768049155145929,0.0755299539170507,0.6,0
2,1458,10.4,7,7,1,0.01440329218107,0.00713305898491084,0.333333333333333,0
5,1201,79.43,2,5,2,0.0116569525395504,0.0661365528726062,0.142857142857143,0
5,1145,11.05,4,1,3,0.00786026200873362,0.00965065502183406,0.444444444444444,0
4,870,18.45,7,3,1,0.00344827586206897,0.0212068965517241,2.33333333333333,0
1,1798,77.97,4,6,4,0.0100111234705228,0.0433648498331479,0.222222222222222,0
5,1815,61.81,9,3,2,0.0137741046831956,0.0340550964187328,0.36,0
6,103,80.45,9,2,2,0.262135922330097,0.781067961165049,0.333333333333333,0
6,246,38.67,10,0,3,0.0731707317073171,0.15719512195122,0.555555555555556,0
4,1711,38.35,2,3,5,0.0175336060783168,0.0224137931034483,0.0666666666666667,0
5,553,41.25,10,10,0,0.0470162748643761,0.0745931283905967,0.384615384615385,0
6,1248,87.89,11,6,4,0.00480769230769231,0.0704246794871795,1.83333333333333,0
1,892,94.62,10,6,0,0.0201793721973094,0.106076233183857,0.555555555555556,0
5,1481,60.4,9,5,2,0.000675219446320054,0.0407832545577313,9,0
6,650,32.58,9,3,0,0.0292307692307692,0.0501230769230769,0.473684210526316,0
5,1495,39.16,11,2,0,0.00133779264214047,0.0261939799331104,5.5,0
4,1692,70.17,3,9,3,0.0106382978723404,0.0414716312056738,0.166666666666667,0
2,131,12.21,7,7,3,0.0610687022900763,0.093206106870229,0.875,0
3,954,98.87,4,0,2,0.00314465408805031,0.103637316561845,1.33333333333333,0
4,423,16.55,3,5,5,0.0449172576832151,0.0391252955082742,0.157894736842105,0
4,1692,92.05,8,9,3,0.0130023640661939,0.054403073286052,0.363636363636364,0
3,837,77.96,5,5,5,0.026284348864994,0.093142174432497,0.227272727272727,0
3,1045,49.05,7,7,2,0.0220095693779904,0.0469377990430622,0.304347826086957,0
2,355,61.15,6,5,0,0.0845070422535211,0.172253521126761,0.2,0
3,1231,29.2,8,10,3,0.0129975629569456,0.0237205523964257,0.5,0
6,351,73.52,8,1,3,0.0398860398860399,0.209458689458689,0.571428571428571,0
1,1049,40.41,5,8,5,0.0133460438512869,0.0385224022878932,0.357142857142857,0
5,497,17.85,1,6,2,0.00603621730382294,0.0359154929577465,0.333333333333333,0
4,445,28.06,0,4,4,0.0561797752808989,0.0630561797752809,0,0
6,1107,81.63,4,10,1,0.014453477868112,0.073739837398374,0.25,0
4,391,74.52,3,1,1,0.0639386189258312,0.190588235294118,0.12,0
2,1714,83.56,11,2,5,0.0163360560093349,0.0487514585764294,0.392857142857143,1
2,1203,48.35,3,1,1,0.0199501246882793,0.0401911886949293,0.125,0
3,1574,45.79,6,6,5,0.0177890724269377,0.0290914866581957,0.214285714285714,0
1,1749,71.1,1,2,1,0.00686106346483705,0.0406518010291595,0.0833333333333333,0
5,1823,88.66,8,1,5,0.0131651124520022,0.0486341195831048,0.333333333333333,0
1,174,96,0,2,2,0.109195402298851,0.551724137931034,0,0
2,1641,51.34,10,6,2,0.0152346130408288,0.031285801340646,0.4,1
1,900,69.02,6,5,4,0.0111111111111111,0.0766888888888889,0.6,0
4,1755,24.25,10,7,2,0.00683760683760684,0.0138176638176638,0.833333333333333,0
1,1054,4.08,5,6,5,0.023719165085389,0.00387096774193548,0.2,1
1,963,38.73,9,1,1,0.00311526479750779,0.0402180685358255,3,0
6,676,36.61,0,3,3,0.00887573964497041,0.0541568047337278,0,0
2,179,6.49,11,5,4,0.0279329608938547,0.0362569832402235,2.2,0
3,485,73.39,3,3,1,0.0247422680412371,0.151319587628866,0.25,0
6,1829,22.63,7,5,0,0.014215418261345,0.0123728813559322,0.269230769230769,0
2,150,60.24,4,3,1,0.0533333333333333,0.4016,0.5,0
6,631,44.78,2,5,5,0.00950871632329636,0.0709667194928685,0.333333333333333,0
4,543,26.23,6,4,1,0.0165745856353591,0.0483057090239411,0.666666666666667,0
1,46,21.96,11,4,1,0.521739130434783,0.477391304347826,0.458333333333333,0
6,1543,27.91,6,2,2,0.0084251458198315,0.0180881399870382,0.461538461538462,0
2,1765,85.29,8,5,3,0.0113314447592068,0.0483229461756374,0.4,0
4,745,92.43,10,3,2,0.00134228187919463,0.12406711409396,10,0
6,1136,99.39,10,3,5,0.0255281690140845,0.0874911971830986,0.344827586206897,0
3,517,31.59,11,8,1,0.0135396518375242,0.0611025145067698,1.57142857142857,0
5,142,53.7,4,1,4,0.028169014084507,0.378169014084507,1,0
1,1266,45.08,9,3,0,0.00631911532385466,0.035608214849921,1.125,0
6,584,81.16,7,10,0,0.035958904109589,0.138972602739726,0.333333333333333,0
5,384,5.61,3,9,4,0.0416666666666667,0.014609375,0.1875,0
1,1029,99.19,2,8,1,0.0165208940719145,0.0963945578231293,0.117647058823529,0
1,68,38.57,10,2,3,0.323529411764706,0.567205882352941,0.454545454545455,0
4,347,56.91,8,2,4,0.0461095100864553,0.164005763688761,0.5,0
1,1676,39.23,8,10,1,0.00477326968973747,0.0234069212410501,1,0
3,239,2.16,0,7,0,0.0878661087866109,0.00903765690376569,0,0
6,1372,83.08,10,8,4,0.00364431486880466,0.0605539358600583,2,0
6,819,80.67,5,10,1,0.00244200244200244,0.0984981684981685,2.5,0
3,1446,6.37,10,3,0,0.020746887966805,0.00440525587828492,0.333333333333333,0
2,842,7.33,3,6,1,0.0356294536817102,0.00870546318289786,0.1,0
6,1747,84.54,3,1,3,0.0171722953634803,0.0483915283342874,0.1,0
5,1313,10.43,0,8,5,0.00609291698400609,0.00794364051789794,0,0
6,468,90.66,7,3,0,0.0641025641025641,0.193717948717949,0.233333333333333,0
3,629,66.15,5,10,1,0.0365659777424483,0.10516693163752,0.217391304347826,0
1,151,67.03,9,8,0,0.00662251655629139,0.443907284768212,9,0
4,1034,4.92,11,6,4,0.02321083172147,0.00475822050290135,0.458333333333333,0
3,422,12.28,9,3,5,0.0118483412322275,0.0290995260663507,1.8,0
1,62,97.71,9,5,5,0.32258064516129,1.57596774193548,0.45,0
4,340,80.66,11,4,2,0.0117647058823529,0.237235294117647,2.75,0
6,541,27.67,10,8,5,0.0277264325323475,0.0511460258780037,0.666666666666667,0
2,1817,9.95,10,7,3,0.0126582278481013,0.00547605943863511,0.434782608695652,0
4,1427,93.21,3,2,2,0.0175192711983181,0.0653188507358094,0.12,0
4,1649,32.27,0,8,1,0.000606428138265616,0.0195694360218314,0,0
3,1736,79.36,2,9,5,0.00460829493087558,0.0457142857142857,0.25,0
3,752,23.9,2,8,0,0.00398936170212766,0.031781914893617,0.666666666666667,0
2,1000,12.51,9,7,1,0.011,0.01251,0.818181818181818,0
4,1519,90.38,8,5,2,0.00789993416721527,0.0594996708360764,0.666666666666667,0
4,192,64.91,7,6,5,0.046875,0.338072916666667,0.777777777777778,0
6,1060,71.23,1,0,5,0.0188679245283019,0.0671981132075472,0.05,0
3,828,68.01,7,1,4,0.0265700483091787,0.0821376811594203,0.318181818181818,0
3,1098,55.63,10,4,0,0.00728597449908925,0.0506648451730419,1.25,0
1,1578,94.43,3,6,3,0.00190114068441065,0.0598415716096325,1,0
1,722,55.25,1,4,2,0.03601108033241,0.0765235457063712,0.0384615384615385,0
5,1446,92.06,2,1,2,0.00899031811894882,0.0636652835408022,0.153846153846154,0
6,219,94.15,9,0,1,0.118721461187215,0.429908675799087,0.346153846153846,0
4,91,78.15,7,3,3,0.197802197802198,0.858791208791209,0.388888888888889,0
3,494,47.77,2,8,1,0.0587044534412955,0.0967004048582996,0.0689655172413793,0
3,287,68.23,5,1,0,0.0731707317073171,0.237735191637631,0.238095238095238,0
2,1579,63.52,10,0,5,0.0164661177960735,0.0402279924002533,0.384615384615385,0
6,1083,95.65,4,7,1,0.0203139427516159,0.0883194829178209,0.181818181818182,0
6,320,26.99,0,4,5,0.053125,0.08434375,0,0
3,847,49.05,1,9,5,0.0354191263282172,0.0579102715466352,0.0333333333333333,0
1,1362,80.43,7,10,1,0.00881057268722467,0.0590528634361233,0.583333333333333,0
3,89,27.22,3,7,5,0.292134831460674,0.305842696629213,0.115384615384615,0
4,322,83.14,9,8,2,0.0527950310559006,0.258198757763975,0.529411764705882,0
5,753,46.95,2,8,3,0.00132802124833997,0.0623505976095618,2,0
4,479,46.28,11,6,0,0.0146137787056367,0.0966179540709812,1.57142857142857,0
6,258,7.85,3,0,1,0.00775193798449612,0.0304263565891473,1.5,0
4,1630,33.48,0,7,4,0.0049079754601227,0.0205398773006135,0,0
5,507,60.93,7,4,4,0.0532544378698225,0.120177514792899,0.259259259259259,0
2,1497,34.02,1,0,3,0.0187040748162993,0.0227254509018036,0.0357142857142857,0
6,1593,59.82,5,6,2,0.0112994350282486,0.0375517890772128,0.277777777777778,0
6,203,29.2,11,3,2,0.0246305418719212,0.14384236453202,2.2,0
1,1084,10.62,9,8,4,0.014760147601476,0.0097970479704797,0.5625,0
6,280,62.9,3,5,4,0.0928571428571429,0.224642857142857,0.115384615384615,0
3,1137,60.94,6,7,0,0.0149516270888303,0.0535971855760774,0.352941176470588,0
4,168,9.35,6,6,5,0.136904761904762,0.0556547619047619,0.260869565217391,0
6,1243,66.54,8,8,4,0.0120675784392599,0.0535317779565567,0.533333333333333,0
2,154,4.4,2,4,5,0.0454545454545455,0.0285714285714286,0.285714285714286,0
1,63,99.7,8,10,5,0.0317460317460317,1.58253968253968,4,0
6,1161,37.21,8,9,3,0.00602928509905254,0.0320499569336779,1.14285714285714,0
4,515,92.19,1,1,0,0.0388349514563107,0.179009708737864,0.05,0
5,1035,40.73,4,0,0,0.00579710144927536,0.0393526570048309,0.666666666666667,0
6,1208,64.93,8,2,0,0.0248344370860927,0.05375,0.266666666666667,0
5,889,48.49,11,5,2,0.0326209223847019,0.0545444319460067,0.379310344827586,0
4,1095,76.99,1,6,2,0.0118721461187215,0.070310502283105,0.0769230769230769,0
4,1763,21.77,0,0,1,0.00623936471922859,0.0123482699943278,0,0
4,577,93.37,9,9,1,0.0467937608318891,0.161819757365685,0.333333333333333,0
3,913,65.93,0,7,0,0.00876232201533406,0.0722124863088719,0,0
2,607,78.51,11,1,5,0.014827018121911,0.129341021416804,1.22222222222222,0
3,427,79.03,8,3,0,0.00702576112412178,0.185081967213115,2.66666666666667,0
1,151,18.3,9,8,0,0.112582781456954,0.121192052980132,0.529411764705882,0
5,672,34.76,0,9,1,0.0386904761904762,0.0517261904761905,0,0
1,1730,11.13,8,7,0,0.0121387283236994,0.00643352601156069,0.380952380952381,1
1,182,60.35,11,8,4,0.021978021978022,0.331593406593407,2.75,0
3,1710,11.63,6,4,3,0.0134502923976608,0.00680116959064327,0.260869565217391,0
4,1168,93.3,10,7,2,0.00428082191780822,0.0798801369863014,2,0
3,440,77.6,4,2,3,0.0431818181818182,0.176363636363636,0.210526315789474,0
1,670,26.13,10,7,0,0.0447761194029851,0.039,0.333333333333333,1
1,886,97.49,4,9,0,0.00564334085778781,0.110033860045147,0.8,0
5,389,8.11,4,6,2,0.0565552699228792,0.0208483290488432,0.181818181818182,0
5,1628,71.69,10,4,4,0.0153562653562654,0.0440356265356265,0.4,0
2,1323,43.26,4,6,5,0.018896447467876,0.0326984126984127,0.16,0
2,1425,72.87,4,2,1,0.0168421052631579,0.0511368421052632,0.166666666666667,0
2,354,0.58,7,3,1,0.0282485875706215,0.00163841807909605,0.7,0
6,183,6.14,2,10,2,0.120218579234973,0.033551912568306,0.0909090909090909,0
5,1153,33.14,10,0,3,0.02601908065915,0.0287424111014744,0.333333333333333,0
2,180,15.39,6,3,2,0.15,0.0855,0.222222222222222,0
5,1468,97.89,11,0,5,0.00204359673024523,0.0666825613079019,3.66666666666667,0
6,1008,48.56,0,9,2,0.0158730158730159,0.0481746031746032,0,0
1,1823,24.46,4,4,5,0.0148107515085025,0.0134174437739989,0.148148148148148,1
3,1175,72.12,11,6,4,0.0161702127659574,0.0613787234042553,0.578947368421053,0
2,1253,40.43,4,6,1,0.0167597765363128,0.0322665602553871,0.19047619047619,0
4,529,2.09,6,4,0,0.00378071833648393,0.00395085066162571,3,0
3,1825,44.12,3,7,3,0.00712328767123288,0.0241753424657534,0.230769230769231,0
1,27,95.3,3,2,3,0.888888888888889,3.52962962962963,0.125,0
6,254,74.2,0,4,0,0.110236220472441,0.292125984251969,0,0
1,614,71.57,6,8,2,0.0472312703583062,0.116563517915309,0.206896551724138,1
1,1486,36.36,9,4,4,0.00605652759084791,0.0244683714670256,1,0
5,1361,94.21,8,10,3,0.0102865540044085,0.0692211609110948,0.571428571428571,0
1,1509,4.08,10,9,3,0.0132538104705103,0.0027037773359841,0.5,1
1,1103,90.95,3,5,1,0.0235720761559383,0.0824569356300997,0.115384615384615,1
3,1694,99.15,4,2,1,0.00354191263282172,0.058530106257379,0.666666666666667,0
4,697,81.24,4,8,1,0.0286944045911047,0.116556671449067,0.2,0
6,725,66.37,2,4,4,0.00551724137931034,0.0915448275862069,0.5,0
6,1575,55.42,11,8,3,0.00253968253968254,0.0351873015873016,2.75,0
5,973,48.59,10,1,1,0.0154162384378212,0.0499383350462487,0.666666666666667,0
6,897,83.34,7,5,5,0.0156075808249721,0.0929096989966555,0.5,0
4,1095,15.8,11,4,0,0.0219178082191781,0.0144292237442922,0.458333333333333,0
1,1211,0.8,10,4,0,0.0181668042939719,0.000660611065235343,0.454545454545455,1
1,117,32.84,9,0,4,0.170940170940171,0.280683760683761,0.45,0
2,63,72.05,10,0,1,0.333333333333333,1.14365079365079,0.476190476190476,0
2,734,8.12,4,0,0,0.0408719346049046,0.0110626702997275,0.133333333333333,0
1,1406,77.48,7,1,5,0.0163584637268848,0.0551066856330014,0.304347826086957,1
1,481,92.12,5,4,3,0.0103950103950104,0.191517671517672,1,0
3,943,2.86,10,1,0,0.0180275715800636,0.00303287380699894,0.588235294117647,0
2,965,64.51,5,1,5,0.0186528497409326,0.0668497409326425,0.277777777777778,0
5,175,38.5,10,9,0,0.125714285714286,0.22,0.454545454545455,0
6,1477,59.6,3,8,2,0.00812457684495599,0.0403520649966148,0.25,0
5,95,15.24,8,7,2,0.0210526315789474,0.160421052631579,4,0
3,1544,2.6,9,2,3,0.0038860103626943,0.0016839378238342,1.5,0
2,1534,99.01,10,3,1,0.014993481095176,0.0645436766623207,0.434782608695652,0
1,1207,28.32,9,10,3,0.00911350455675228,0.0234631317315659,0.818181818181818,0
3,1189,79.01,1,1,3,0.0185029436501262,0.0664507989907485,0.0454545454545455,0
2,1598,14.79,10,10,5,0.00187734668335419,0.00925531914893617,3.33333333333333,0
3,387,77.81,9,4,0,0.00775193798449612,0.201059431524548,3,0
5,157,33.89,11,3,3,0.146496815286624,0.215859872611465,0.478260869565217,0
3,1170,31.54,6,7,0,0.0196581196581197,0.026957264957265,0.260869565217391,0
4,179,90.91,6,0,5,0.0782122905027933,0.507877094972067,0.428571428571429,0
4,771,79.76,0,2,1,0.0311284046692607,0.103450064850843,0,0
4,642,80.45,2,3,4,0.0389408099688473,0.125311526479751,0.08,0
2,1759,98.46,5,4,4,0.0159181353041501,0.0559749857873792,0.178571428571429,1
4,347,85.42,9,4,0,0.0144092219020173,0.246167146974063,1.8,0
4,150,47.39,9,10,1,0.166666666666667,0.315933333333333,0.36,0
1,1264,42.18,0,6,4,0.0142405063291139,0.033370253164557,0,0
4,1785,65.03,4,3,4,0.00784313725490196,0.0364313725490196,0.285714285714286,0
2,315,33.18,2,7,4,0.0507936507936508,0.105333333333333,0.125,0
1,88,40.15,10,1,3,0.0113636363636364,0.45625,10,0
1,1809,64.74,1,8,1,0.0127142067440575,0.035787728026534,0.0434782608695652,1
6,1339,61.49,7,6,1,0.0141896938013443,0.0459223300970874,0.368421052631579,0
2,1173,29.03,8,2,5,0.00426257459505541,0.0247485080988917,1.6,0
5,597,49.72,11,10,2,0.0452261306532663,0.0832830820770519,0.407407407407407,0
1,612,31.64,0,7,4,0.0130718954248366,0.0516993464052288,0,0
3,790,84.05,4,6,0,0.0240506329113924,0.106392405063291,0.210526315789474,0
5,33,65.62,5,1,5,0.0303030303030303,1.98848484848485,5,0
3,1740,46.09,3,8,1,0.00977011494252874,0.0264885057471264,0.176470588235294,0
2,1023,73.78,2,3,4,0.00293255131964809,0.0721212121212121,0.666666666666667,0
4,1826,79.52,9,8,2,0.0109529025191676,0.0435487404162103,0.45,0
3,1422,6.21,8,7,3,0.00140646976090014,0.00436708860759494,4,0
6,1200,19.99,7,9,4,0.0075,0.0166583333333333,0.777777777777778,0
1,808,11.71,10,4,2,0.0148514851485149,0.0144925742574257,0.833333333333333,0
2,410,62.06,9,4,5,0.024390243902439,0.151365853658537,0.9,0
5,1413,28.11,0,4,2,0.00849256900212314,0.0198938428874735,0,0
6,421,21.09,8,7,4,0.0475059382422803,0.0500950118764846,0.4,0
6,1060,99.75,8,2,1,0.0141509433962264,0.0941037735849057,0.533333333333333,0
5,11,79.66,1,5,4,2.18181818181818,7.24181818181818,0.0416666666666667,0
3,448,65.18,2,4,5,0.0379464285714286,0.145491071428571,0.117647058823529,0
5,1814,8.37,8,6,0,0.00220507166482911,0.00461411245865491,2,0
5,1184,88.05,6,8,5,0.0143581081081081,0.0743665540540541,0.352941176470588,0
6,1704,94.06,6,6,2,0.00469483568075117,0.0551995305164319,0.75,0
6,1488,41.73,3,9,1,0.00806451612903226,0.0280443548387097,0.25,0
3,527,80.08,11,5,5,0.0303605313092979,0.151954459203036,0.6875,0
3,1116,24.18,6,7,0,0.0134408602150538,0.0216666666666667,0.4,0
3,245,21.93,5,5,4,0.0163265306122449,0.0895102040816327,1.25,0
1,1814,91.08,4,5,0,0.000551267916207277,0.0502094818081588,4,0
4,1480,65.67,2,7,5,0.0202702702702703,0.0443716216216216,0.0666666666666667,0
5,1273,19.48,1,2,3,0.0196386488609584,0.0153024351924588,0.04,0
5,1232,47.15,0,1,4,0.00162337662337662,0.0382711038961039,0,0
3,19,20.01,7,8,4,0.0526315789473684,1.05315789473684,7,0
4,919,58.56,7,4,0,0.0130576713819369,0.063721436343852,0.583333333333333,0
5,1523,18.77,6,2,4,0.00262639527248851,0.0123243598161523,1.5,0
6,1307,75.25,7,6,5,0.0122417750573833,0.0575745983167559,0.4375,0
6,428,4.57,10,9,1,0.044392523364486,0.0106775700934579,0.526315789473684,0
4,1082,79.13,11,3,3,0.0249537892791128,0.0731330868761553,0.407407407407407,0
4,438,90.43,2,10,5,0.0091324200913242,0.206461187214612,0.5,0
5,1014,50.31,7,6,0,0.0207100591715976,0.0496153846153846,0.333333333333333,0
2,1117,80.84,5,1,3,0.0134288272157565,0.0723724261414503,0.333333333333333,0
4,1075,69.73,8,6,2,0.00372093023255814,0.0648651162790698,2,0
5,90,87.4,7,2,4,0.0888888888888889,0.971111111111111,0.875,0
3,1219,11.24,11,6,0,0.00246103363412633,0.00922067268252666,3.66666666666667,0
4,944,28.13,8,10,4,0.0116525423728814,0.0297987288135593,0.727272727272727,0
2,522,6.78,4,3,4,0.0325670498084291,0.0129885057471264,0.235294117647059,0
4,1365,37.49,5,3,4,0.00293040293040293,0.0274652014652015,1.25,0
5,678,69.69,10,1,3,0.0442477876106195,0.102787610619469,0.333333333333333,0
3,92,94.87,6,5,5,0.0434782608695652,1.03119565217391,1.5,0
6,985,39.84,3,7,5,0.0131979695431472,0.0404467005076142,0.230769230769231,0
3,140,96.15,7,4,0,0.0642857142857143,0.686785714285714,0.777777777777778,0
5,282,98.15,1,6,3,0.099290780141844,0.348049645390071,0.0357142857142857,0
4,551,32.02,0,4,0,0.014519056261343,0.0581125226860254,0,0
1,1265,14.8,5,4,2,0.00632411067193676,0.011699604743083,0.625,0
3,1396,41.6,0,10,0,0.00501432664756447,0.0297994269340974,0,0
3,1229,58.32,6,10,5,0.0227827502034174,0.047453213995118,0.214285714285714,0
4,1484,92.75,11,2,5,0.011455525606469,0.0625,0.647058823529412,0
5,599,24.54,2,6,2,0.0250417362270451,0.0409682804674457,0.133333333333333,0
3,375,91.15,6,4,2,0.064,0.243066666666667,0.25,0
4,405,97.38,7,4,4,0.0493827160493827,0.240444444444444,0.35,0
3,1774,49.31,4,10,4,0.0101465614430665,0.0277959413754228,0.222222222222222,0
1,1054,35.18,1,3,3,0.00094876660341556,0.0333776091081594,1,0
3,176,88.98,5,10,2,0.0340909090909091,0.505568181818182,0.833333333333333,0
3,1123,16.11,3,2,3,0.0178094390026714,0.0143455031166518,0.15,0
2,1793,2.33,10,5,1,0.011154489682097,0.00129949804796431,0.5,0
4,1683,74.66,8,7,3,0.0053475935828877,0.0443612596553773,0.888888888888889,0
2,1649,55.81,1,10,0,0.00545785324439054,0.033844754396604,0.111111111111111,0
3,1315,81.66,8,0,3,0.00152091254752852,0.0620988593155894,4,0
2,681,0.61,3,8,2,0.026431718061674,0.000895741556534508,0.166666666666667,0
2,1210,25.72,4,3,3,0.000826446280991736,0.0212561983471074,4,0
5,713,50.15,4,8,3,0.0350631136044881,0.0703366058906031,0.16,0
3,763,62.93,11,4,0,0.0393184796854522,0.0824770642201835,0.366666666666667,0
1,1709,34.83,8,0,0,0.00292568753657109,0.0203803393797542,1.6,0
